row_id,split,label,text,hindi_text,hindi_abuse,hinglish_abuse,score_delta,attempts,fail_reason,last_output
train-1473,train,0,,म****** तू ही आजा,0.9993,0.0058,0.9935,3,abuse_score_drop,
train-16507,train,0,,करण जोहर छक्का,0.9984,0.0208,0.9775,3,abuse_score_drop,
train-14153,train,0,,हराम का पैसा,0.9984,0.0197,0.9787,3,abuse_score_drop,
train-13311,train,0,,बेटा कुछ पढ लिख लो पानी पानी बाद मे हो लेना,0.9543,0.0182,0.9361,3,abuse_score_drop,
train-459,train,0,,कितनो को मरोगी इस लाल खून से 😜🤣🤣,0.9515,0.0219,0.9296,3,abuse_score_drop,
train-13681,train,0,,ज़हरीले लोग के सामने सांप का जहर भी फीका पड़ जाता है।।बायकाट बालीवुड।।,0.9857,0.0746,0.9111,3,abuse_score_drop,
train-16942,train,0,,डूब मर चुल्लू भर पानी में तेरे जैसे को रखते कोई नौकरानी भी नहीं कुत्तिया ऐसे ना देखा जमाने को तू कितनी भी शर्म है,0.0,0.0,0.0,3,abuse_lexicon_missing,
train-16249,train,0,,यह लड़की बीड़ी पीती है उसकी ब्रा में देखो माचिस रखी है,0.9992,0.0666,0.9326,3,abuse_score_drop,
train-14905,train,0,,तु थोडी देशी पेउन महा तांडव कर,0.9981,0.083,0.9151,3,abuse_score_drop,
train-17434,train,0,,समोसा तितली थोडी हि ना होता है । सब के सब पागल है।,0.974,0.0101,0.9639,3,abuse_score_drop,
train-5493,train,0,,तारीख गांड मार वा माटे,0.9993,0.009,0.9903,3,abuse_score_drop,
train-18584,train,0,,"सही है, सबकी अपनी अपनी पसंद है, किसी को परी पसंद है तो किसी को चुडैल। मुझे तो परी पसंद है।",0.9966,0.024,0.9725,3,abuse_score_drop,
train-18214,train,0,,"डबल हो ले, आजा",0.9888,0.0058,0.983,3,abuse_score_drop,
train-18153,train,0,,कुत्तिया लगती है रे कुत्तिया,0.0,0.0,0.0,3,abuse_lexicon_missing,
train-15285,train,0,,चाँद भी कमाल का है कुछ दिन पहले दिखा तो लाखो बकरों की जान ले ली और.. . . आज दिखेगा तो.. लाखो बकरों की उम्र बढ़ा जायेगा!,0.9914,0.0167,0.9747,3,abuse_score_drop,
train-1359,train,0,,डूब के मरजा,0.9924,0.0165,0.9759,3,abuse_score_drop,
train-1333,train,0,,बाहर बैठा है क्योकि उसके साथ बगल में उनके पालतू कुत्ता बैठा है!!😊😁😃😬,0.9733,0.0838,0.8894,3,abuse_score_drop,
train-17753,train,0,,ओ बाई जि थोङी तो सरम कर लो,0.9979,0.0109,0.987,3,abuse_score_drop,
train-2301,train,0,,तुम्हारे में घुसने का मन कर रहा है,0.9974,0.0194,0.9779,3,abuse_score_drop,
train-14381,train,0,,रेलवे स्टेशन पर रहती हो क्या?,0.9519,0.0164,0.9355,3,abuse_score_drop,
train-8810,train,0,,बूढ़ी हो रही हैं तब भी मोटी को सर्म नहीं है मर जा पागल मोटी,0.9992,0.0111,0.9881,3,abuse_score_drop,
train-17099,train,0,,तेरी माँ का 😜😜😜,0.9632,0.018,0.9452,3,abuse_score_drop,
train-6005,train,0,,गांड लाल  कर दी यार,0.9992,0.0502,0.9491,3,abuse_score_drop,
train-13742,train,0,,भाई मैं तो ये बात सोचता हूँ। कि ये ऐसी औरते जब बुड्ढी हो जायेगी तो इनके बच्चे पोते इसके बारे मे क्या सोचेगें कि हमारी मम्मी या अम्मा जवानी में एक नम्बर की ..................... रही होगी,0.9967,0.0169,0.9798,3,abuse_score_drop,
train-730,train,0,,कोरोना भाई तु कितना तडपाता है तु कितना बेरहम है इस बार मुझे पाॅजिटिव कर और ले जा अपना भाई बना कर फिर हम दोनो दुनिया वालो से चुन चुन के बदला लेंगे🤣😂🤪🤣,0.9147,0.0091,0.9056,3,abuse_score_drop,
